coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod
"{'lon': -0.1257, 'lat': 51.5085}","[{'id': 301, 'main': 'Drizzle', 'description': 'drizzle', 'icon': '09n'}]",stations,"{'temp': 290.54, 'feels_like': 290.71, 'temp_min': 289.74, 'temp_max': 291.23, 'pressure': 1011, 'humidity': 91, 'sea_level': 1011, 'grnd_level': 1006}",3400,"{'speed': 4.12, 'deg': 250}",{'all': 75},1725329462,"{'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1725340618, 'sunset': 1725388980}",3600,2643743,London,200
